"text";"created";"screenName"
"que aula de futebol do Flamengo";2019-12-17 19:09:14;"sad_theus"
"Diego mais uma vez mudando o jogo, o futebol do meu capitão voltou!!!!!!!";2019-12-17 19:09:14;"crfcristine"
"Eu so sei q ta tendo jogo de futebol quando escuto os homi gritando aqui no predio";2019-12-17 19:09:11;"liviarinaldis"
"@MailsonBass @oRenatoSouza Pela sua lógica podemos dizer que a carreira do @KAKA, do @ibra_official e tantos outros… https://t.co/qA2pGIbhgD";2019-12-17 19:09:11;"santanajoao13"
"Time do kibe e esfirra só teve futebol no primeiro tempo. Os mulambos mandaram no 2=tempo.";2019-12-17 19:09:09;"MONGE_SOBRIO"
"Eu gosto muito de ver futebol, mas sabe quando vc sente que tem coisa melhor!?? Eu amo ver, mas tipo, eu tenho mó p… https://t.co/iTQw7DqmqT";2019-12-17 19:09:07;"pqp_rayyh"
"Tranquilizou o futebol veio.
Final pra ter graça tem que ser os grandes...";2019-12-17 19:09:04;"amadeubarcellos"
"Não tem cara mais decisivo no futebol brasileiro";2019-12-17 19:09:04;"marcantonio43"
"@EstadaoEsporte @CamilaTurtelli GOOOOOOOOOOOOOOOOOOOOOOOOL DO FLAMENGO! Bruno Henrique vira o jogo no Catar! Flamen… https://t.co/sFgdNRB2Mj";2019-12-17 19:09:03;"Estadao"
"@gugachacra Meu Deus,  é só futebol!!";2019-12-17 19:09:03;"rosanalyra44"
"Paciência zero para futebol kkkk";2019-12-17 19:09:02;"dixx_limao"
"Bruno Henrique. Jogador mais decisivo do futebol brasileiro em 2019. Um gol e uma assistência hoje, joga bola demais";2019-12-17 19:09:01;"bevidal99"
"Paraná tem o retorno de três atletas emprestados
#curitiba #paranaclube #paranáclube #futebolparananese… https://t.co/P3kmmaCCmy";2019-12-17 19:09:00;"jornale_"
"Pronto, agora é só melhorar 100%  o futebol pra levar só 8 a 0 pro liverpool.";2019-12-17 19:08:57;"PauloCe51405518"
"meu deus, o futebol";2019-12-17 19:08:56;"andressamarin"
"“tudo bem ser gay mas nao precisa ser escandaloso”
vcs ja viram homem heteros assistindo jogo de futebol em QUALQUER LOCAL? maior escandalo";2019-12-17 19:08:55;"dayeele"
"Eu cago pra futebol desde que nasci, mas tô feliz de verdade pelos flamenguistas. Bom ver a galera tendo um respiro… https://t.co/GSdTQ48DKa";2019-12-17 19:08:54;"lucasrv93"
"Ah mano os caras querem corrigir o GALVÃO 

Vão tomar no cu. Único brasileiro que torce pro Brasil até em futebol de botão. Galvão é lenda";2019-12-17 19:08:51;"Djoziita"
"@miranhaversoo @vitorwaiwai @marcelascrf um pouco disso e também pq o futebol no mundo evoluiu, quem tem dinheiro c… https://t.co/MQUnZ21trH";2019-12-17 19:08:47;"leovictorr_"
"nem gosto de futebol mas eu tô chocada com o Flamengo";2019-12-17 19:08:46;"DebnamxFenty"
"@newscolina Nivel tecnico do futebol Brasileiro é baixo ,dar para o Vasco  montar  uma boa equipe é Só contratar  c… https://t.co/ido52YzQp6";2019-12-17 19:08:42;"Andre15169249"
"Logo eu que nem gosto de futebol";2019-12-17 19:08:41;"yzabeula"
"@Musv__ @viiiniciuuus @Libertadores Meu irmão, vc conhece mesmo futebol??? Sabe o que era o VASCO em 2000??? Com ce… https://t.co/1cKNgDSkvL";2019-12-17 19:08:38;"__valdeir__"
"E quando meu pai era técnico de um time de futebol e eu falava pro meu vô \"o vô o pai é o teco\" jkkkkkkk";2019-12-17 19:08:37;"LariiAlocelsiu"
"eu disse, o pacto é forte que supera até a falta de futebol";2019-12-17 19:08:36;"siebrasfc"
"eu odeio futebol eh isto";2019-12-17 19:08:33;"lu_fnn"
"eu odeio futebol";2019-12-17 19:08:28;"lucasscaratti"
"legal era ver todo mundo zoando o flamengo quando levaram um gol kkkkkkkk futebol só acaba quando o juiz apita galera";2019-12-17 19:08:24;"joaoantonioIIi"
"Maior Vitória do Futebol Gaúcho foi de um time do Kongo em 2010. https://t.co/wTdcMYLN8g";2019-12-17 19:08:21;"CavalinhoGremio"
"É difícil ser um jovem que não gosto de futebol mas convive com duas pessoas que amam";2019-12-17 19:08:21;"gabriel_c_o_d"
"flamengo joga demais, uma aula de como jogar futebol";2019-12-17 19:08:20;"eclairleonardo"
"@celio7x eu tinha um prof americano que dizia que eles preferiam ver grama crescer a ver futebol kkk";2019-12-17 19:08:17;"biiavalle"
"bruno henrique me faz ter vontade de acompanhar futebol";2019-12-17 19:08:14;"fuckatnip"
"e eu que não gosto de futebol, cá estou vibrando pelo flamengo";2019-12-17 19:08:12;"tthaiss__"
"Usei exemplos além dos brasileiros, pra mostrar que não é só aqui, é geral com a fraqueza financeira do mercado sul… https://t.co/kZaG48t5LJ";2019-12-17 19:08:11;"gabrielfuh_"
"To com nem paciência para zoar sobre futebol.... só quero quero ficar de boa";2019-12-17 19:08:05;"LeoFerreira0396"
"QUEM NÃO GOSTA DE FUTEBOL, NEM É GENTE";2019-12-17 19:08:03;"stemonique_"
"O clubismo e arrogância cega, olha a merda que o Galvão falou do Giovinco.. só conhece o futebol daqui pelo jeito";2019-12-17 19:08:02;"raulgfbpa"
"Mister conseguiu recuperar até o futebol do Diego <U+0001F633>";2019-12-17 19:07:58;"FelipeLaerte11"
"BRUNO HENRIQUE DEUS DO FUTEBOL EU SEMPRE IREI DIZER ISSO";2019-12-17 19:07:58;"angelofelipe_"
"futebol é irado demais mlq vai tomar no cu";2019-12-17 19:07:55;"brennofb"
"futebol é tudo armado";2019-12-17 19:07:54;"jvitxr_"
"Vsfd eu odeio futebol";2019-12-17 19:07:53;"soaresteam"
"porra futebol É MUITO FODA";2019-12-17 19:07:52;"isasldnha"
"começar na vantagem é sempre ruim no futebol";2019-12-17 19:07:48;"teolrnz2"
"@pomerense Futebol ...";2019-12-17 19:07:45;"Roooh_Farias"
"Graças a Deus senhor, o futebol, o bom futebol sempre vence, SEMPREEEEEEEE";2019-12-17 19:07:44;"BarrosFaria98"
"e começa a gritaria por causa de futebol...";2019-12-17 19:07:42;"nickdeluxes"
"FUTEBOL AO VIVO MUNDIAL DE CLUBE https://t.co/zTBFw9PALP via @YouTube";2019-12-17 19:07:37;"FZTMONTANHA"
"@EsportesGZH Coitado do futebol gaúcho ,nasceu em 2006 com quase 100 anos de vida <U+0001F602><U+0001F602>";2019-12-17 19:07:33;"Kamara0"
"Amo q a moça da farmácia é colorada tbm, ai a gente ficou falando sobre futebol enquanto ela furava minha orelha kkkkkkkk";2019-12-17 19:07:19;"1909leal_"
"Galvão disse que Giovinco foi o único que fracassou na MLS, comparando com Lampard, Ibra, Kaká e Pirlo.

O único qu… https://t.co/vwqwqSyDyO";2019-12-17 19:07:10;"vlannes9"
"@FabianoBaldasso A FIFA tratou o Gremio como campeão mundial de 83

Tal como todos que considerem a história do fut… https://t.co/GKortC0cBx";2019-12-17 19:07:05;"adiosadrian_"
"Terra do futebol, que já teve os melhores jogadores do Mundo, sofrendo pra ganhar de um time árabe, os times brasil… https://t.co/pUr1d68urb";2019-12-17 19:07:01;"dMontardo"
"galvão narra o jogo pra quem ta assistindo futebol pela primeira vez na vida";2019-12-17 19:07:00;"RoberttoAlves_"
"@tchebiloide tira futebol do teu portfolio de humor, todas essas piadas ja foram feitas em 2006";2019-12-17 19:06:58;"xbalco"
"Caso o Diego Ribas faça 4 gols hj, eu já deixo aqui que odeio o futebol cansado dele mrm assim.";2019-12-17 19:06:57;"SavioTeixeira13"
"Inacreditável. A Liga Italiana de Futebol esteve envolvida numa série de casos de racismo nos últimos meses. Resolv… https://t.co/Y7HHyjxGIR";2019-12-17 19:06:55;"guiicaetano"
"torcedo de futebol é um bicho esquisito mesmo né, fica gritando, berrando, xingando os jogadores como se eles estiv… https://t.co/wGyDhwGv3Z";2019-12-17 19:06:51;"mematheuxx"
"“e quem fracassou no futebol nos estados unidos?? o Giovinco” Galvão,2019 ohhhhh cara que fala bosta pqp https://t.co/YV6OJmvZHU";2019-12-17 19:06:47;"guilherme_alvf"
"Assistindo um review de drag race uk e fingindo que to entendo o jogo de futebol que meu pai ta comentando do meu lado";2019-12-17 19:06:30;"leo_rods22"
"P mim o torcedor mais burro do futebol é aquele que quer começar a gastar no time que tá perdendo, antes do jogo ac… https://t.co/EWZn63QV8Q";2019-12-17 19:06:13;"guivrr"
"@SporTV  Quer desaprender tudo que vc sabe sobre futebol? Assista e ouça a transmissão  Fla x Hil, incompetência pura.";2019-12-17 19:06:12;"IvaCelso"
"@Will_Gomes_ @rafaelotaviano @gugachacra A democracia corinthiana foi uma das maiores palhaçadas que já vi no futeb… https://t.co/et3ZwrfwJM";2019-12-17 19:06:11;"paulista1950"
"acabei de descobrir uma nova entidade que odeio: homens atrapalhando o corredor do aeroporto, pq ficam em frente a… https://t.co/ZsryP9LfT6";2019-12-17 19:06:05;"poisoncloud"
"Galvão não entende nada de futebol fora do Brasil. Impressionante. Giovinco é o REI da MLS https://t.co/cEFBaEkQog";2019-12-17 19:05:54;"lucasgomesmr"
"Sampaoli diz que não ficou no Brasil porque não viu condições de enfrentar o Flamengo https://t.co/OLkGffiOc7";2019-12-17 19:05:44;"WalasServigel"
"Fui assistir futebol com meu cunhado, e lembrei do @barbiegol8, tô com saudadesssss";2019-12-17 19:05:44;"mariicvflores"
"queria ver Netflix mas me peguei vidrada no jogo do Flamengo. @_GabrielCorrea o que fizestes comigo eu nem gosto de futebol";2019-12-17 19:05:42;"rafaelabeckerr"
"Muito difícil assistir ao Jogo do Flamengo com Galvão narrando, Júnior e Roger comentando.NÃO TEMOS COMENTARISTAS D… https://t.co/XddyxK95cG";2019-12-17 19:05:35;"adomingosfilho1"
"@juniorvcosta Ainda bem que isso não é sinuca, você que está acostumando a sempre segurar um taco e as bolas conhec… https://t.co/eW4XqrRMsH";2019-12-17 19:05:35;"CJoficialCJ"
"a magia do futebol

nunca foi,
não é,
nunca será somente futebol. https://t.co/DFWETrOtYi";2019-12-17 19:05:31;"DiPretto_"
"Pinheiros F.C. conquistou o 3º título consecutivo do Campeonato Varzeano de Fernandes Pinheiro. #NajuaEsportes… https://t.co/q1xetr8nCS";2019-12-17 19:05:27;"radionajua"
"TOMARA Q O BH TENHA GUARDADO O FUTEBOL DELE PRO PROXIMO JOGO NÉ PQ TA COMPLICADO";2019-12-17 19:05:23;"_crfjr"
"Futebol do flamengo tá escondido na cabeleireira do Arão! #FLAxALH";2019-12-17 19:05:15;"jatamara"
"\"Giovinco fracassou no EUA\". Galvão acompanha bem o futebol internacional";2019-12-17 19:05:14;"matheeuus19"
"Sport anuncia contratação de atacante ex-São Paulo e Athletico-PR 

#FutebolNaESPN 

https://t.co/nn3Ni3lMtq https://t.co/KoEGPmYHq1";2019-12-17 19:05:09;"bastidor_tri"
"@GuuhSilva10 Hahaha Galvão é muito leigo. O cara não assiste nem futebol europeu, que dirá americano";2019-12-17 19:05:07;"crfgabr"
"@_marcionunes @gugachacra Estes pseudos intelectuais tem que parar de misturar futebol com política,  futebol e bus… https://t.co/xL24uDTXIJ";2019-12-17 19:05:00;"tomsvideo"
"@bholachadasorte @_Thiss15_ até pq a relevância, história, legado do campeonato brasileiro é idêntica da MLS né? am… https://t.co/JX9AVJcu71";2019-12-17 19:04:48;"thiagoromariz"
"Colocam Árbitro da USA pra apitar. Lá existe futebol?  A bola dos cara é oval po";2019-12-17 19:04:39;"ViniciusCaple21"
"@_Marcelo_Galo O cara devia largar pra alguém que gosta de futebol. Palhaçada";2019-12-17 19:04:28;"guigoorlandi"
"Galvão é história do futebol mas como tem carta branca pra falar merda em transmissão, ein? Falar que o Giovinco fr… https://t.co/Jr9EbGKiPO";2019-12-17 19:04:21;"gleisonRaphael"
"@pitacodoguffo Mas para o Galvão, O entendedor de futebol, Giovinco fracassou na MLS. Bizarro falar isso em tv pública, bizarro";2019-12-17 19:04:16;"rhvsky"
"eu sou o único mlk no mundo que não assiste futebol";2019-12-17 19:04:00;"encvntadx"
"Eu odeio o futebol do Diego Ribas no flamengo. Foda-se todos vcs!!!";2019-12-17 19:03:59;"SavioTeixeira13"
"Nem sou chegado a futebol, mas Flamengo fdp tu tem que ir pra final porra";2019-12-17 19:03:53;"wesleysenna1"
"Esse jogo do Flamengo é a maior prova de que nossa imprensa menospreza os “ menores “ centros do futebol. 
É um tapa na cara de todos";2019-12-17 19:03:45;"M_aatheuss"
"@FoxSportsBrasil Será que vão pensar que o futebol brasileiro é isso? com vergonha deve estar o River Plate .";2019-12-17 19:03:43;"kikeabreuabreu"
"Mulheres com posicionamento no futebol feminino<U+0001F447><U+0001F3FB> (por @belaisalmeida) https://t.co/5zJvvnJGn4";2019-12-17 19:03:30;"robertanina"
"<U+0001F399> Aprendizados no futebol europeu. https://t.co/oHk2uiv0EN";2019-12-17 19:03:29;"catubarao"
"Coxa tenta a contratar Lucas Cândido, do Atlético-MG
#curitiba #coritibaeternamente #coritiba #coritibafc… https://t.co/XSdvbOhFQ6";2019-12-17 19:03:29;"jornale_"
"tá maluco n da, o futebol do arrasca é incrível";2019-12-17 19:03:24;"crfJota_"
"eu adoro tia marilane torcedora de futebol, simplesmente amo";2019-12-17 19:03:19;"agdyas"
"@Christ_Nath_ é isso, odeio futebol mas vou rezar";2019-12-17 19:03:16;"Itabaiana_"
"@_thiagofranklin Isso pq vc deve ter visto ele no futebol europeu e mls ne kkk";2019-12-17 19:03:15;"andregalo137"
"acho q se tem uma coisa q nunca vou conseguir me importar é com futebol";2019-12-17 19:03:11;"sulamittta"
"Campeão brasileiro de 2002 pelo Santos, o agora ex-zagueiro Alex conversou com o canal Só Esportes fala sobre fim d… https://t.co/PUfX9HLxnB";2019-12-17 19:02:57;"tedsartori"
"Cara, como o Galvão Bueno fala besteira. A cada transmissão ele demonstra o quanto não conhece NADA de futebol. É ridículo.";2019-12-17 19:02:56;"luucas_valeenci"
"@bruna_ribas Jornalistas brasileiros não assistem futebol internacional.";2019-12-17 19:02:54;"zottoanderson"
"@Gui7_33 Não, são dois times de futebol... e que eu saiba não é proibido opinar <U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F>";2019-12-17 19:02:52;"Miguellins_11"
"Torcedor do Flamengo morre e namorada faz apelo na internet https://t.co/1XdYDTGTKn";2019-12-17 19:02:47;"machadofnd"
"@o_antagonista Futebol é universal";2019-12-17 19:02:36;"observa_mundo"
"Da onde que o Galvão tirou que o Giovinco fracassou na MLS? O cara é um dos maiores da história do Futebol nos EUA.";2019-12-17 19:02:35;"Henrii_14"
"a heteraiada tá nervosa aqui, inferno de futebol.";2019-12-17 19:02:13;"pirocanecrosada"
"Galvão acabou de falar que Giovinco fracassou no futebol norte-americano, Giovinco destruía pela Toronto, se não me… https://t.co/GebAd6uIDy";2019-12-17 19:02:12;"lucasadao97"
"Meu time não me permite zoar o torcedores do time q tá jogando, não quero mais saber de futebol";2019-12-17 19:02:05;"NASTYCANDYYY"
"Galvao ganha milhoes para falar de futebol.
E fala que o Giovinco fracassou na MLS.
“You have one job!!!!”";2019-12-17 19:02:00;"pablosivila"
"futebol em 2k19 kkkkkkkkkk";2019-12-17 19:02:00;"EoYami"
"\"O futebol americano levou quatro grandes estrelas, o Kaká, o Pirlo, o Lampard e o Giovinco. Quem foi o único que f… https://t.co/a6baUH3PTu";2019-12-17 19:01:52;"lauroGQ"
"tatuagem de jogador de futebol eh feita pra ser ruim né não pode ser https://t.co/qzytcxUVCD";2019-12-17 19:01:51;"anacarolinad"
"impressionante como todo comentarista de futebol é um membro do caposke em potencial.";2019-12-17 19:01:35;"BrunoLavelli"
"Futebol americano contratou 4 grandes estrelas, levou Giovinco, Kaka, Lampard, Pirlo, quem fracassou? O Giovinvo. G… https://t.co/Lo7BtcGIp2";2019-12-17 19:01:35;"RodrigoRocatto"
"O Galvão falou que o Giovinco fracassou no futebol Americano.

Está certo!

O Giovinco só foi bem no Soccer mesmo,… https://t.co/4xH3jXVOdH";2019-12-17 19:01:18;"pedro_ranzan"
"Galvão falando q o Giovinco fracassou na MLS o cara foi MVP da liga esse cara desaprendeu sobre futebol só pode";2019-12-17 19:01:18;"Johann10galoo"
"fala aí uma coisa mais inútil no futebol do que prorrogação";2019-12-17 19:01:15;"godoysccp_"
"@damonlicious Verdade, ele joga soccer, não o verdadeiro futebol";2019-12-17 19:01:13;"EmirdaSilva"
"o Galvão dizendo que o Giovinco fracassou no futebol americano? QUERIDO?";2019-12-17 19:01:12;"alessandro_g"
"GALVÃO FALA QUE O GIOVINCO NÃO VINGOU <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>

SÉRIO QUE ESSE CARA SABE DE FUTEBOL MANO ? Pqp";2019-12-17 19:01:11;"_Cleyson7"
"Gol do Fla! Bruno Henrique dá lindo passe e Arrascaeta empata o jogo...  https://t.co/EcatiBkEJx";2019-12-17 19:01:00;"rafaelolmartins"
"Aquele jogador de capacetinho do fla acha que tá no futebol brasileiro ou americano? É cosplay de koopa troopa?";2019-12-17 19:00:51;"prizacarias"
"Corinthians empresta lateral-esquerdo Guilherme Romão ao Botafogo-SP https://t.co/PrJhh94Xty #Corinthians";2019-12-17 19:00:46;"HoraDoCoringao"
"E o fim do futebol sul americano se um Flamengo que SOBROU aqui não consiga passar pelo AL-HILAL";2019-12-17 19:00:39;"Fute_RS"
"Galvão falou que o Lampard jogou no futebol italiano. Boa tarde! #ClubWC #FLAxHIL";2019-12-17 19:00:35;"iamdoncev"
"até minha mae que não assiste futebol, não liga pra porra nenhuma, não entende nd, me vira e pergunta, \"esse juíz t… https://t.co/yW1mWBl7zd";2019-12-17 19:00:33;"stefpqp"
"Os comentaristas da Globo não têm uma referência de futebol europeu que ainda esteja em atividade";2019-12-17 19:00:30;"allanfl"
"Giovinco fracassou na MLS. Galvão tá precisando ver mais futebol.";2019-12-17 19:00:30;"guiegydio"
"Rafinha conversando em português e o atacante do Al-Hilal em árabe. Eu amo o futebol haha";2019-12-17 19:00:28;"Semnicksincero"
"Gente do céu 
É por isso que eu gosto de futebol 
<U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923> https://t.co/ffXX5eLhKL";2019-12-17 19:00:27;"mara_zerino"
"E eu q tenho ciúmes do futebol q recebe mais atenção do q eu";2019-12-17 19:00:20;"Nandahh_Machado"
"@_slavebitch1 eu torço de verdade pro Flamengo só no time deles de lolzinho, futebol tô pouco me fudendo, só conheço o gabigol";2019-12-17 19:00:11;"osafadaddy"
"LAMPARD NO FUTEBOL ITALIANO KKKKK";2019-12-17 19:00:06;"matheuxs"
"@ClaudioLaquino Quem cola com Nego do Borel, o bom futebol é sugado.";2019-12-17 19:00:02;"eduschneider76"
"Lelê Bortholacci: a maior vitória da história do futebol gaúcho completa 13 anos
https://t.co/Js4hy2bA57";2019-12-17 19:00:00;"EsportesGZH"
"Giovinco acabou com o futebol dele no Canadá...";2019-12-17 18:59:55;"raphasarzedas"
"Arrascaeta joga demais, doente é quem fala que o Cazares é melhor. Já tem umas três temporadas seguidas que o Urugu… https://t.co/JChDXHWNXE";2019-12-17 18:59:52;"uPedro_Paulo"
"Eu queria voltar a jogar futebol mas meu irmão não quer devolver a buceta da minha chuteira";2019-12-17 18:59:51;"MelloGreys"
"Inacreditável, a Federação Italiana de Futebol faz uma campanha anti-racismo com a imagem de três macacos. https://t.co/cmmm3uURoL";2019-12-17 18:59:50;"albertocalmeida"
"Entendam: o futebol no mundo evoluiu. Al Ain eliminou o River, Kashima Antlers atropelou o A. Nacional e deu sufoco… https://t.co/NOGPq7jMEb";2019-12-17 18:59:46;"gabrielfuh_"
"@Dougllas_Fla81 Essa porra só entende de futebol americano. Horrível";2019-12-17 18:59:32;"beatriz23750"
"passar mal de ansiedade não é legal por causa de futebol então piorou mil vezes";2019-12-17 18:59:30;"carolbltrm"
"@Ro_Salgueiro @CBF_Futebol @FIFAWorldCup Juiz da CBF perto desse é um gênio.. kkkk";2019-12-17 18:59:24;"RodrigoLima_10"
"Athletico conhece hoje seu grupo na Libertadores 2020
#curitiba #athleticoparananese #athleticoparanaense… https://t.co/mawIYoEEG2";2019-12-17 18:59:15;"jornale_"
"@futebol_info Claramente ele está de sacanagem.";2019-12-17 18:59:11;"l__santana"
"Futebol leve! https://t.co/7AgYCPByxN";2019-12-17 18:59:09;"NegoFravo"
"@OliveiraRafa E eu quando falei de mundial pra amigos, disse, que apenas 2 clubes sul americano tinham passado das… https://t.co/otMcDlATDh";2019-12-17 18:59:08;"Jefferson_Abr3u"
"@UOLEsporte E não tá errado.

Tão tentando a decisão inédita no futebol do juiz volta atrás.

Infantilidade";2019-12-17 18:59:02;"PeFrancisquini"
"O ano está acabando e o Campeonato Carioca chegando. A Mobiauto é patrocinadora oficial! Aguardem e se preparem #20… https://t.co/yjmGNBAVOQ";2019-12-17 18:59:00;"MobiautoBr"
"\"Não tem mais bobo no futebol\"";2019-12-17 18:58:56;"pinomarciomotta"
"Sofro com a galerinha que até o meio do ano não gostava de futebol e agora paga de fanático kkkkkkk";2019-12-17 18:58:48;"stehffc"
"Pensei q era futebol não jiu-jitsu... Os cara tá batendo mais do que joga";2019-12-17 18:58:42;"vickmrl"
"Tá parecendo arbitragem da @CBF_Futebol";2019-12-17 18:58:31;"Penha_Niel"
"@marcelascrf Não é simplesmente isso, Flamengo está mal e o futebol da Ásia/Oceania/África entre outros, melhoraram… https://t.co/hNh8cKRtkx";2019-12-17 18:58:31;"ygormisael"
"Já está definido. Não tenho coração pra ver futebol";2019-12-17 18:58:29;"_arianat"
"@clayton_kr é coisa de futebol, amg. relaxa (: eu tô bem";2019-12-17 18:58:24;"tonksazul"
"@ovictorquase me responde uma pergunta de futebol?";2019-12-17 18:58:19;"taffuriosa"
"@Allantricampeao @MarcoZoccaratto @FigueiraRoger Tu tá sendo tóxico Alan, o cara é doutor em futebol";2019-12-17 18:58:16;"GiseleToretti"
"@gsilvarc Futebol brasileiro é ultrapassado, por isso sobrou no campeonato, na libertadores o flamengo pegou emelec… https://t.co/Wj4NIjEmtV";2019-12-17 18:58:16;"jonathangoess_"
"@gazzigui @paulaaguiarf ele inventou o futebol... 4-1-4-1? ele que trouxe";2019-12-17 18:58:14;"hfmourab"
"@_slavebitch1 amore eu esqueço até meu nome as vezes vou lembrar de futebol?";2019-12-17 18:58:09;"osafadaddy"
"Eu pensava que juiz da @CBF_Futebol apitava mal, mas os juízes @FIFAWorldCup são bizarros. #FLAxALH";2019-12-17 18:57:49;"Ro_Salgueiro"
"Dentro dessa nova recomendação da FIFA sobre continuar a jogada mesmo que haja impedimento, a função do bandeira ac… https://t.co/y9wO9TNXZe";2019-12-17 18:57:44;"luiscost"
"@vgui96 Ganhar biscoito ? Guilherme ele não precisa ganhar biscoito KKKKKKKKKK mas tudo bem, quando você entender d… https://t.co/72SWF7lQgd";2019-12-17 18:57:38;"PortoNathany"
"@konrathjunior @dornellesrenato @Flamengo Claro. Eu super entendo também. Até porque futebol é isso. Na verdade vale a zoação. TMJ";2019-12-17 18:57:34;"RafhaelFigueir2"
"E americano entende alguma coisa de futebol??? Tá fazendo só merda esse árbitro";2019-12-17 18:57:34;"CRF_BT"
"@dudmasutti quanto tu quer pra parar de assistir jogos de futebol?";2019-12-17 18:57:34;"laubalen"
"Planejar o futebol do clube para o ano de 2020 não pode. Mas, tirar foto com fascista filho da puta o boçalóide do… https://t.co/SUcvBhFR4o";2019-12-17 18:57:28;"MARCOPENA13"
"@luca_machadoo nem perto mano, esse cara só tem algum destaque hoje pq o futebol italiano ja nao eh mais o mesmo, q… https://t.co/eWGxGkSiCk";2019-12-17 18:57:13;"_pqpnalu"
"Rafinha adepto dos antigos shorts de futebol, quase enfiados no rego";2019-12-17 18:57:05;"theseabells"
"Estou sendo trocada por futebol";2019-12-17 18:57:03;"isabel_freitass"
"Esse cara apita soccer. Não entende nada de futebol";2019-12-17 18:56:52;"wtfgraciano"
"eu não sou de assistir futebol, mas quando eu assisto eu fico mais aflito q os próprios torcedores";2019-12-17 18:56:39;"pzugaiar"
"@ComplexaBel Em público no caso tipo jogo de futebol, né?
Eu pedi a Juh no restaurante mas só nós dois na mesa e tals";2019-12-17 18:56:37;"basquens"
"@mottamarcos @CBF_Futebol Medo tá forte hahahaha.";2019-12-17 18:56:34;"Barros_Bfr"
"@CornetaSantosFC Esse cara tem que aposenta logo pro bem do futebol";2019-12-17 18:56:32;"CerqueiraSFC"
"esse gomis é uma das coisas mais bizarras que eu já vi no futebol o cara é horrível mas ja meteu uns 15 gols no rea… https://t.co/lWwvNPPJ6o";2019-12-17 18:56:27;"chezardd"
"só vejo futebol nessa rede social e me da um arrepio pq fui anos obrigada a assistir essa porra 24h";2019-12-17 18:56:18;"larabella_s"
"@mundodabola Jogadorzinho de futebol europeu,fraco de mais...";2019-12-17 18:56:13;"Gabriel__Mateus"
"galvão bueno narra jogos de futebol há 45 anos e ainda não entende as regras";2019-12-17 18:56:06;"Jumimimimi"
"MLS nem tem futebol profissional que porra isso tá fazendo no Mundial?";2019-12-17 18:56:02;"meninofabricio_"
"@Estadao @EstadaoEsporte @CamilaTurtelli Mas é claro que o futebol pra eles é mais importante  que o País...";2019-12-17 18:56:02;"fernando_g_f_"
"Colocaram arbitragem de um país q não entende nada de futebol. https://t.co/7DFevqEnO6";2019-12-17 18:56:00;"edlucasmota"
"@dabrenffc Ficou 5 anos na paróquia e eu nunca nem vi falar de futebol, agora Raquete...";2019-12-17 18:56:00;"mareakss"
"@__vitolinha só opiniões relevantes sobre futebol. trabalho com isso.";2019-12-17 18:55:59;"kribshna"
"eu: não menospreze o futebol de outros continentes por desconhecimento ou preconceito geográfico.

eu também: al bilau";2019-12-17 18:55:59;"xphelipex"
"Americano tem que apitar beisebol e futebol americano nao fode";2019-12-17 18:55:58;"maatheusaugust"
"Amor pra mim é isso mano. Não é, nunca foi e nunca vai ser SÓ futebol. https://t.co/nQ2vNEdXhj";2019-12-17 18:55:53;"DANE_se04"
"@OliveiraRafa Brasileiro ainda acha que vivemos no futebol  dos anos 70 que a gente atropelava todo mundo.
Futebol evoluiu no mundo todo.";2019-12-17 18:55:52;"BatmanLuizF"
"Esse juiz tem que ir apitar qualquer desgraça, MENOS FUTEBOL";2019-12-17 18:55:47;"croesym"
"Quem gosta de futebol de verdade ñ tá torcendo contra o Flamengo, não é possível que vocês não queiram ver Flamengo e Liverpool na final";2019-12-17 18:55:45;"YagoBavier"
"Falando da arbitragem: o americano não tá sabendo nem apitar Futebol Americana e basquete, os caras vão saber apitar futebol????";2019-12-17 18:55:43;"callmevidu"
"Botar um estadunidense para apitar um jogo tá de sacanagem em Fifa, os caras não sabem nem o que é futebol.";2019-12-17 18:55:37;"_Fellipepereira"
"Jornal inglês aponta Everton como o 92º melhor do mundo em 2019
https://t.co/Ypub0tiEKU https://t.co/yruF5ZlfTY";2019-12-17 18:55:30;"globoesporters"
"@vgui96 Okay, quando você entender de futebol no mesmo nível que o Jorge Jesus eu até penso se você tá certo";2019-12-17 18:55:30;"PortoNathany"
"Eu sou extremamente cético mas com futebol sou supersticioso vai no vestiário pinta essa merda de loiro e volta pro jogo";2019-12-17 18:55:26;"FelipeGuedes"
"- Cês acompanham o futebol daqui?
- Só do Brasil";2019-12-17 18:55:26;"shelly_albani04"
"Que futebol ridículo véi! O cara toma uma trombada e pede falta, vai tomar no cú, essa porra não é mais esporte, ag… https://t.co/HfXACIsLQK";2019-12-17 18:55:25;"colocamanel"
"Acordei agora e recebi a notícia muito triste do falecimento de um grande irmão que o futebol me deu, descansa em paz meu amigo #Thiarles<U+0001F622><U+0001F622>";2019-12-17 18:55:21;"Douglasbude"
